ING;21289988294
OUG;2428002205
ONG;2001446810
ANG;1962979826
ARG;1163598275
RIG;1158099454
LOG;1080913704
ENG;1072068149
REG;1067531461
LIG;1066978562
SIG;955015092
HIG;772126498
ORG;758376569
EIG;737456312
LEG;695915444
FIG;659750979
MAG;604139378
RAG;602538039
ROG;587745058
MIG;541211462
ERG;522437376
UNG;520813279
TAG;503861127
BEG;468216030
AUG;420380181
EDG;384410968
NAG;364748771
UGG;358718875
TOG;316055072
TEG;313052109
NIG;312748146
URG;293935372
SUG;281333604
UDG;262714044
NEG;259130200
TIG;250621789
SAG;247527982
IAG;226671636
COG;226518248
PAG;225488947
LAG;220049261
UAG;216883280
RUG;199466215
DEG;195471801
IDG;164786088
AGG;162728168
DIG;160011830
BIG;151544022
AIG;138260022
EAG;137789200
GAG;131165069
WAG;108111365
DOG;86757547
IOG;85684446
VAG;81571157
EGG;79475922
IGG;70460606
HUG;70366504
IRG;69481056
ALG;68677494
CAG;68223838
VIG;65730633
HAG;60716588
SEG;58894684
BAG;55519849
CKG;53929273
EOG;52360683
VEG;51955285
KAG;49556909
ULG;49507609
ODG;46677388
PIG;44516069
MOG;43310193
FUG;42189852
NOG;41434851
ISG;38113929
IEG;37523606
XYG;36307552
HOG;34223717
DAG;30057834
TUG;29565240
LUG;25547127
OGG;24843766
ELG;24458641
YAG;24137691
RTG;21249047
WIG;20573376
CIG;19735850
XAG;19586289
JUG;17982076
ILG;17812225
GOG;17755147
MCG;17171983
MEG;15242353
POG;14905880
HEG;14699837
PEG;14310349
BUG;13876771
EUG;12646562
MUG;11747468
GIG;11414439
YOG;10667167
FEG;10266857
BOG;10104964
ZIG;9919082
DUG;9918814
NTG;9841597
YUG;9832205
FOG;9809539
WEG;9366083
AFG;9356740
HYG;9332712
ADG;9288534
YNG;8759391
NSG;8547544
UTG;8357146
ASG;8055177
LYG;7537106
OLG;7390491
OAG;7358731
PUG;6781429
TTG;6558603
VOG;6286563
KEG;5997935
JAG;5854386
AEG;5845984
UBG;5544943
UPG;5316215
ZYG;5207166
NUG;4932981
TZG;4726653
KSG;4457463
OOG;4328202
AYG;3780876
XOG;3776095
ZAG;3774922
OIG;3604054
XIG;3486691
EEG;3367863
JOG;3046282
LFG;2981030
FAG;2921621
XEG;2894626
JIG;2766456
STG;2585353
UEG;2566273
SOG;2333667
UIG;2218623
OTG;2188707
GEG;2142954
NDG;2082136
OSG;1910297
RYG;1780883
USG;1693597
ECG;1595031
MPG;1559936
PYG;1505001
ZOG;1504577
DYG;1450100
LLG;1446859
LDG;1436383
GUG;1395779
KUG;1358832
GHG;1347848
ACG;1310533
MSG;1294270
BYG;1233913
AWG;1058121
MYG;1009857
WSG;998076
ZEG;990276
THG;881104
EMG;880000
YEG;878453
FRG;875056
NGG;852132
KOG;845143
EWG;828287
CEG;816339
MHG;808408
OVG;803451
AVG;791080
HTG;784454
SYG;708975
WNG;704825
ITG;702725
SHG;699192
HCG;686005
VYG;679975
UMG;678739
ATG;669368
YDG;636391
APG;627578
AAG;622901
UYG;600981
RKG;559865
ZUG;535961
BCG;514458
CYG;503014
EYG;501279
YRG;481037
FLG;477708
PNG;449667
CHG;438904
UFG;436573
LNG;431276
DRG;409561
GSG;395189
HMG;359185
IIG;358604
RSG;316842
NKG;304038
EKG;298528
PSG;296751
OPG;293179
LPG;289852
HLG;282408
ESG;276739
OEG;261851
CPG;255163
PDG;243150
OWG;241087
TYG;240319
GNG;231399
MFG;225811
FDG;222982
IUG;220912
FPG;217380
RPG;205803
PBG;202352
OXG;198087
MTG;195886
OMG;182654
ABG;180112
PPG;178157
YSG;173330
JEG;169369
LMG;169100
SPG;148678
TNG;148614
LTG;147958
IMG;143094
UOG;141924
OYG;141706
RDG;138483
PMG;137370
PRG;136957
DPG;134772
YLG;132128
DFG;131201
QIG;129409
KIG;128937
PKG;127410
WYG;122891
GYG;121944
RFG;120819
NYG;119679
WOG;119081
ICG;113929
EVG;111381
CSG;107931
OFG;102142
SVG;100524
