URE;3944467758
UND;3541129200
ULD;3260062247
USE;3249161948
UGH;2701766755
UST;2626257068
UAL;1996324956
UNT;1982548278
UNI;1943038289
UCH;1883741792
ULA;1713255664
ULT;1712422601
UCT;1516594336
UTI;1414080695
URI;1196296508
USI;1101229824
UES;1093884478
URA;1083612677
URN;1065987062
UTE;1065304600
UTH;1044564536
URS;1027037553
UBL;943284050
UDE;933960576
UNC;910147780
UME;827410486
UPP;789634711
UEN;785681398
URT;781997713
URC;717790756
ULL;713796916
UMB;710795416
UIT;651246069
UDI;631757847
UCE;624817434
UAT;624513390
URR;574723133
UPO;552304038
UIR;543000381
UAR;536972943
UNG;520813279
USS;497268840
ULE;464378089
UIL;450594824
UMA;443921884
UBS;400594752
UFF;385031519
URP;368459192
URY;366847738
UGG;358718875
UNE;352245030
UCC;349418297
UCA;341324386
UIS;336930138
UBJ;328560179
USL;324294218
URO;310259788
URG;293935372
USA;284116981
USU;282988087
UDY;280447225
UED;279157324
UTS;270271168
UMP;269053210
UDG;262714044
UTT;259906065
UPE;258202729
URV;253114122
UNS;250781153
UNA;249172926
UID;240540637
UTU;230872652
USH;227018420
UMM;222403774
UCK;220771001
UAG;216883280
UPS;216075703
UTO;211928224
UBT;204158911
UIN;196882466
UAN;189933012
URF;188501410
ULI;181169095
URB;180328399
UNL;176507678
UNN;169998986
UCI;161326241
UTA;158813599
UDD;158629626
UMS;155106997
USC;150517981
UIC;149971363
URD;147896067
ULY;147335284
UEL;146269447
UPT;142549267
UTY;141392915
ULS;137446482
UGU;134487562
UPI;131108654
UOU;128235153
UMI;125008768
UTR;121004904
UNK;119452197
UNF;114661050
USP;113483926
UBE;112624643
UTL;107272366
UER;106901475
UPL;105610981
UTC;105207085
UFA;102662815
UGE;101183478
UPR;97958331
UMN;97838638
UCL;95775722
UMO;94256747
USB;88807582
UOT;86724125
ULF;85692479
UGA;85266156
UIP;84692048
UEE;81228540
UTP;76924664
UIE;75023241
UPA;74623422
UKE;74247713
USN;74175758
ULO;73854046
UBM;72487397
ULU;71422243
UBB;70775459
UNR;68344865
UNP;67572465
ULP;67309952
URK;66444087
UAD;63002731
UDA;59030557
UIV;57884703
UMU;55533601
UBI;53010770
UAB;52249404
UGS;50225966
ULG;49507609
UNW;48457951
ULN;48176575
UBA;47770130
UDS;44754706
UVE;44644838
UNU;43232343
UNO;42423881
UAI;41211401
URL;40757377
URM;38625936
UCO;36131083
UNB;35612787
USY;33432220
UGL;33384719
UOR;32067828
UNH;31509749
UBO;31277503
ULK;30989438
UBU;30781503
ULM;30619738
UZZ;28932187
UCR;28036823
UAS;26536345
UNM;26425047
UPW;26228551
UET;25747607
ULC;25135758
USK;24704324
UPH;24526081
UBC;24425296
UBD;23175890
UTW;23032391
UDO;22134741
UYE;21505397
UPY;20385070
UUM;20314290
UEB;19801188
UNJ;18872903
UAK;18191334
UXU;18130013
UPD;17874259
UTM;17199538
UBR;16849179
UGO;16720615
UDL;16593371
UYI;16530140
UTB;16501753
URH;16142159
URU;16140352
UYS;13920626
UAC;13876947
UTD;13351015
ULB;13297425
USO;13256202
UHA;12383226
UVI;12142660
UXI;11645879
UNQ;11448787
UGI;11281799
UCU;11030821
UGM;10511878
UCY;10398991
UEZ;10117204
UOD;10018884
UVR;9908283
UTF;9868811
UPU;9494749
UAY;9484505
UTG;8357146
UXE;8229868
UKR;8133696
UTN;7846249
UAM;7843272
UBV;7834042
UEU;7821435
UMF;7787643
UVA;7631673
UEA;7375394
UEO;7286223
UQU;7004447
UIA;6467815
UPB;6409600
UKA;6191852
UBP;6147909
UKO;6040595
UOI;5946622
UEV;5894302
UZE;5819036
UJA;5651822
UIZ;5599944
UFT;5598406
UBG;5544943
ULV;5455346
UDU;5330283
UPG;5316215
UNY;5119739
UOY;5024287
UXT;4982507
UGN;4488987
UKI;4412286
UDW;4293092
UDR;4257372
UAE;4126185
UNV;3861593
UJI;3809994
UFO;3756467
UBY;3745692
UWA;3710453
UHR;3571932
UON;3559985
UOS;3546582
UMC;3488572
UTZ;3453856
UEF;3286873
UZA;3249730
UFM;3202895
UMV;3150719
URZ;3065287
UOM;3020182
UXL;2976514
USD;2962495
UWE;2869458
ULW;2848370
UIB;2834326
UVO;2673810
UFU;2599511
UDH;2586413
UCS;2579539
UEG;2566273
UBH;2563157
UEP;2540016
UBN;2527075
ULR;2499137
UBW;2497890
UFI;2494038
USQ;2478613
UKU;2475058
UFL;2445718
UIX;2383658
UIF;2315175
UPC;2276093
UAW;2262459
UYA;2247136
UIG;2218623
URQ;2194690
UHN;2175024
UOL;2166451
UKH;2046565
UML;2045633
UYL;1963110
UGB;1961392
UEH;1960616
UEM;1886818
ULZ;1883523
UAV;1817971
UYT;1795221
UEI;1765202
UJE;1728834
USG;1693597
UZU;1688213
UOV;1622369
UHL;1577169
UBF;1502941
UMT;1500613
UFE;1496632
USM;1465695
UZB;1436628
UNZ;1401191
UJO;1389922
UIU;1237033
UYO;1223865
URW;1161749
UDN;1135771
UIO;1128923
UIM;1047565
UPK;1039396
UEC;1025692
UKT;1007664
UEY;975694
UZO;971592
UMD;931409
UZC;928443
UHE;911260
UMR;894130
UAH;885947
UJU;877246
UZM;867634
UDP;793770
UPF;784307
UXO;772320
UZI;745997
UGD;701291
ULH;697216
UMG;678739
UYU;670165
UOK;642805
UFR;642370
UXA;631035
UYG;600981
UDB;597963
USZ;587596
UYV;584420
UIK;578834
UZN;539883
UZY;539329
UKK;536454
UDC;529444
UDF;528649
UOQ;522022
UUN;507619
UKS;450709
UMW;438260
UFG;436573
USR;432807
UXB;431888
UKY;409657
UCN;396601
UXH;380234
UHF;378330
UUS;375388
UKD;363502
UIJ;351620
UPJ;346355
UOX;341115
UGR;314278
UMH;311915
UGW;300189
UVU;299418
UTV;294440
UHO;285131
UYN;284647
UDM;280816
UKL;278726
UPM;272211
UZH;268049
UHI;253853
UAU;243262
UFB;242448
UHM;230372
UDV;215757
UGC;208740
UAF;202116
USW;189542
UOH;183582
UOA;181517
UUT;175472
UVB;166831
UKC;161173
ULQ;160622
UOP;159890
UJJ;159836
UCD;152948
UAX;148202
UXM;143995
UOG;141924
UUC;137073
UCP;137073
UOC;135689
UYB;133538
UJR;129412
UYP;125097
UYC;122921
UBZ;121127
UFC;120158
USV;118947
UOB;117780
UBQ;116657
UDZ;114018
UHV;113327
UHT;113163
UVS;110554
UFK;108897
UCB;104159
UHU;102704
UFS;100118
