BLE;3874673895
BUT;3288060978
BER;2140061455
BEE;1688792738
BOU;1471128114
BLI;1279029992
BEC;1241611218
BET;1126658971
BRI;943772016
BIL;923236035
BEL;844037777
BRO;788061140
BAS;744905690
BRA;712548578
BOT;691834172
BEI;680012701
BAC;679230118
BOR;669471253
BAN;645057962
BJE;643845268
BEF;616963056
BIT;517175588
BOO;513934276
BEA;500493043
BAR;499111508
BLY;498449066
BRE;490909165
BES;475045947
BUR;473830694
BEG;468216030
BSE;463082419
BOD;462224029
BUS;447297185
BED;438660881
BLA;415584529
BIN;411758942
BAL;402550449
BEN;395981485
BLO;373025429
BEH;366991037
BAT;345956036
BUI;336162523
BST;321136615
BAB;315104155
BON;283155596
BOA;270874238
BOV;262079202
BOL;223344192
BUL;202192100
BTA;192211813
BIO;186933806
BIR;178516273
BRU;170785660
BOY;168541856
BSO;162960428
BEY;153734039
BIG;151544022
BID;133406191
BAD;130438049
BLU;127344876
BIA;121526678
BIS;118953450
BUN;104314884
BOX;103893072
BUD;99522398
BBE;96297383
BOS;95267969
BVI;93198288
BOW;90769205
BIB;86079240
BUY;83505493
BAY;67224522
BSC;62975701
BBI;57946225
BIC;55894303
BMI;55761580
BAG;55519849
BSI;55112488
BOM;52153545
BUC;49174180
BTE;47593904
BOI;43639861
BIE;38365458
BBL;37858509
BAK;36857740
BUF;35181251
BTL;35161544
BAP;34618890
BAI;31228330
BBO;29395210
BRY;28552423
BNO;28438291
BBY;25855235
BTS;25424737
BOB;25277530
BUM;22431113
BBA;22227478
BAU;21728218
BDO;20504752
BSU;20319287
BYT;19560232
BDU;18794666
BOH;18493738
BAM;18237802
BDI;16956149
BHA;15932193
BEV;15022694
BUB;14529459
BYR;14104779
BUG;13876771
BTF;13691446
BTR;13602357
BCO;13151996
BEW;12527837
BYL;12247463
BTO;12111597
BYE;11555659
BMA;11056128
BOE;10493314
BUE;10382133
BOG;10104964
BYS;9708470
BIV;9546329
BAH;9075574
BBR;9053547
BVE;8691555
BNE;8259067
BYZ;7422585
BBS;7288501
BOC;6569143
BME;6452103
BUK;6370001
BYP;6285965
BUO;6285764
BEQ;6169679
BIK;6138661
BCU;6078752
BIQ;5715748
BHO;5679372
BIP;5633369
BUZ;5326983
BAV;5233176
BAF;5139343
BIU;5049178
BAZ;4978077
BIZ;4926149
BJU;4882097
BTI;4576129
BGR;4433978
BYI;4279294
BWE;4212748
BYA;4058488
BSY;4043390
BEZ;4009804
BIF;3975015
BEM;3771523
BDE;3730038
BCL;3663379
BSP;3596575
BNI;3402680
BBC;3374715
BIH;3269708
BAX;3230330
BWA;3177136
BEK;3061070
BTU;3051804
BIM;3037035
BAJ;2870790
BOK;2834320
BHU;2728359
BUQ;2705907
BSA;2612949
BPO;2591108
BAE;2557041
BAA;2520260
BAW;2248610
BOP;2245664
BDA;2176843
BPA;2056229
BEO;2018436
BSB;2015609
BBU;1956625
BTY;1896839
BCE;1839511
BNA;1776752
BAO;1749357
BUH;1721716
BPS;1626030
BJO;1571190
BMS;1555712
BLV;1448201
BEU;1433287
BCA;1391947
BPR;1330603
BCD;1313960
BLD;1291356
BHE;1247740
BYG;1233913
BHI;1200597
BUX;1198952
BOF;1146652
BIJ;1138013
BCH;1051916
BYN;1043600
BMU;905622
BUP;809417
BFA;804861
BVR;774030
BCS;750425
BFO;739719
BYW;724863
BYV;721226
BOZ;710284
BEX;694150
BEB;672843
BII;654006
BMW;640102
BJP;638064
BRD;596669
BCC;562231
BFI;515409
BCG;514458
BNT;512034
BLS;502813
BIW;439709
BVO;435794
BSH;427732
BGE;423419
BPL;422314
BLM;421217
BEP;412366
BIX;403444
BCR;397056
BMD;396957
BZW;392936
BLJ;374677
BRZ;372695
BMP;371250
BPD;358023
BBB;352057
BPH;335860
BRN;323218
BGO;315253
BJA;309456
BYD;302583
BGP;301418
BPM;293626
BKN;283670
BOJ;271753
BTH;270370
BMJ;267796
BGL;255693
BHP;255359
BMC;251545
BHB;250528
BCP;239871
BUA;231768
BYH;230860
BRS;224719
BMT;219537
BZH;208154
BSS;207661
BPE;207498
BGC;202352
BMR;194233
BHC;191284
BSD;181135
BNP;177171
BFU;176657
BPP;174853
BUJ;173398
BSQ;169254
BYB;166061
BNF;156985
BDS;153722
BKS;152144
BWO;148375
BDC;142014
BCM;140426
BYU;137066
BJT;132339
BNC;129765
BYX;128394
BSK;128012
BAQ;125623
BDD;125314
BPI;121310
BZO;121127
BMO;119674
BRL;118839
BKI;116778
BQU;116657
BGI;116600
BYO;116090
BSN;114275
BEJ;114199
BFL;112634
BGB;112168
BDN;111791
BPC;108599
BKH;108258
BCI;102169
BNL;101212
